[2013-03-16 09:26:46] START
[2013-03-16 09:26:46] EDIT welcome/controllers/default.py: 2
[2014-05-24 23:49:39] EDIT CareSeek/models/db.py: 0
[2014-05-24 23:50:02] EDIT CareSeek/models/db.py: 0
[2014-05-24 23:53:47] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:53:53] EDIT CareSeek/controllers/default.py: 0
[2014-05-24 23:54:06] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 00:30:50] EDIT CareSeek/models/db.py: 7
[2014-05-25 01:05:01] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:05:31] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:07:05] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:08:19] EDIT CareSeek/models/db.py: 0
[2014-05-25 01:10:35] EDIT CareSeek/views/default/settings.html: 1
[2014-05-25 01:10:43] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:11:02] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:12:11] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:12:32] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:12:54] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:13:00] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:13:48] EDIT CareSeek/views/default/settings.html: 1
[2014-05-25 01:13:49] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:14:11] EDIT CareSeek/views/default/settings.html: -1
[2014-05-25 01:14:56] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:15:10] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:21:04] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:21:09] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:21:40] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:21:58] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:22:07] EDIT CareSeek/views/default/settings.html: -1
[2014-05-25 01:23:20] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 01:24:07] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:24:26] EDIT CareSeek/controllers/default.py: -1
[2014-05-25 01:24:46] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:24:58] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:25:20] EDIT CareSeek/controllers/default.py: 2
[2014-05-25 01:25:30] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:25:45] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:27:56] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 01:28:18] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:28:23] EDIT CareSeek/controllers/default.py: -1
[2014-05-25 01:28:53] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:32:35] EDIT CareSeek/controllers/default.py: 18
[2014-05-25 01:32:56] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 01:33:07] EDIT CareSeek/controllers/default.py: -1
[2014-05-25 01:34:06] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:34:23] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:34:32] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:34:35] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:34:55] EDIT CareSeek/controllers/default.py: 4
[2014-05-25 01:35:28] EDIT CareSeek/controllers/default.py: 4
[2014-05-25 01:35:30] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:36:11] EDIT CareSeek/controllers/default.py: -2
[2014-05-25 01:36:23] EDIT CareSeek/controllers/default.py: 4
[2014-05-25 01:36:26] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:36:29] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:36:37] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:36:39] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:37:09] EDIT CareSeek/controllers/default.py: 5
[2014-05-25 01:37:12] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:37:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:37:35] EDIT CareSeek/controllers/default.py: 5
[2014-05-25 01:38:05] EDIT CareSeek/controllers/default.py: 10
[2014-05-25 01:38:22] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:38:55] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 01:39:40] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:40:32] EDIT CareSeek/views/default/settings.html: 3
[2014-05-25 01:40:35] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:40:43] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:41:00] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:41:09] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:41:37] EDIT CareSeek/views/default/settings.html: -1
[2014-05-25 01:41:52] EDIT CareSeek/views/default/settings.html: 1
[2014-05-25 01:42:33] EDIT CareSeek/views/default/settings.html: 1
[2014-05-25 01:42:37] EDIT CareSeek/views/default/settings.html: 1
[2014-05-25 01:42:42] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:42:46] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:42:48] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:42:56] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:43:21] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:47:38] EDIT CareSeek/views/default/settings.html: -2
[2014-05-25 01:48:16] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:49:11] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:49:24] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:49:41] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:49:47] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:49:51] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:50:42] EDIT CareSeek/views/default/settings.html: 2
[2014-05-25 01:51:10] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:51:52] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:52:17] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 01:52:34] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 07:49:59] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 08:40:09] EDIT CareSeek/controllers/default.py: 6
[2014-05-25 08:40:15] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 08:40:20] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:10:01] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:10:57] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:11:05] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:11:13] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:11:45] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:24:45] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 09:24:54] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:25:16] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:25:19] EDIT CareSeek/controllers/default.py: -1
[2014-05-25 09:27:21] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:28:05] EDIT CareSeek/controllers/default.py: 3
[2014-05-25 09:28:10] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 09:28:13] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:28:30] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 09:28:33] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:29:33] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:30:58] EDIT CareSeek/controllers/default.py: -1
[2014-05-25 09:31:03] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 09:31:06] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:31:28] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:32:09] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 09:44:32] EDIT CareSeek/controllers/default.py: -5
[2014-05-25 09:45:59] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 09:46:15] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:48:55] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:49:49] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:50:09] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 09:50:46] EDIT CareSeek/controllers/default.py: -1
[2014-05-25 10:00:19] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:00:56] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:01:10] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:03:04] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:03:17] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:03:30] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:03:51] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:05:21] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:05:39] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:05:46] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:06:53] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:07:10] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:07:19] EDIT CareSeek/views/default/settings.html: 1
[2014-05-25 10:07:33] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:07:38] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:07:42] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:12:05] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 10:12:17] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:12:25] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:12:30] EDIT CareSeek/views/default/settings.html: -1
[2014-05-25 10:12:43] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 10:13:15] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:13:25] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:13:39] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:23:50] EDIT CareSeek/controllers/default.py: -1
[2014-05-25 10:43:56] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 10:44:32] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 11:08:52] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 11:15:11] EDIT CareSeek/controllers/default.py: -6
[2014-05-25 11:15:46] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 11:25:10] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 11:25:12] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 11:25:26] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 11:25:53] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 11:28:42] EDIT CareSeek/views/default/settings.html: 0
[2014-05-25 11:49:43] EDIT CareSeek/controllers/default.py: 6
[2014-05-25 11:50:05] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 11:50:07] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 11:50:12] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 11:50:15] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 11:50:45] EDIT CareSeek/models/db.py: 1
[2014-05-25 11:50:54] EDIT CareSeek/models/db.py: 1
[2014-05-25 11:54:43] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 11:58:50] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 11:59:43] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 12:00:51] EDIT CareSeek/models/db.py: 0
[2014-05-25 12:00:56] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 12:19:25] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 12:20:07] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 12:20:15] EDIT CareSeek/controllers/default.py: 0
[2014-05-25 12:34:11] EDIT CareSeek/controllers/default.py: 1
[2014-05-25 12:35:03] EDIT CareSeek/controllers/default.py: 0
